YearsCode,Gender,Julia,Education,Age,Rust,SQL,R,YearsCodeProfessional,Python,C,LISP,Blockchain,Clojure,Sexuality,SalaryUSD,Java,Ethnicity,Cplusplus,Background,JavaScript,HTML_CSS
12,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,yes,no,8,no,no,no,Indifferent,no,Straight / Heterosexual,135000,no,White,no,I am a developer by profession,yes,no
9,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,yes,yes,yes,2,yes,yes,yes,Indifferent,no,Straight / Heterosexual,85500,yes,White,yes,I am a developer by profession,yes,yes
12,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,yes,no,no,7,no,yes,no,Very unfavorable,no,Straight / Heterosexual,235000,no,White,no,I am a developer by profession,no,no
27,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,no,yes,no,26,no,no,no,Very unfavorable,no,Straight / Heterosexual,149000,no,White,no,I am a developer by profession,yes,no
18,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,no,no,12,no,no,no,Unfavorable,no,Straight / Heterosexual,150000,no,White,no,I am a developer by profession,yes,no
12,Man,no,Some college/university study without earning a degree,25-34 years old,yes,no,no,6,yes,no,no,Very unfavorable,no,Straight / Heterosexual,85000,no,White,no,I am a developer by profession,yes,yes
25,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,yes,no,no,18,no,no,no,Indifferent,no,Straight / Heterosexual,230000,no,White,no,I am a developer by profession,yes,no
10,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,no,no,no,8,yes,no,no,Unsure,no,Straight / Heterosexual,180000,no,White,no,I am a developer by profession,no,no
5,"Non-binary, genderqueer, or gender non-conforming",no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,no,yes,no,5,yes,no,no,Very unfavorable,no,Queer,103000,no,White,no,I am a developer by profession,no,no
5,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,no,yes,no,1,no,no,no,Favorable,no,Straight / Heterosexual,55000,yes,White,no,I am a developer by profession,no,no
8,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,4,no,no,no,Unfavorable,no,Straight / Heterosexual,112000,no,White,no,I am a developer by profession,yes,yes
5,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,4,no,no,no,Unsure,no,Straight / Heterosexual,98000,no,White,no,I am a developer by profession,no,yes
6,Man,no,"Associate degree (A.A., A.S., etc.)",25-34 years old,no,no,no,3,no,no,no,Indifferent,no,Straight / Heterosexual,55000,yes,White,yes,I am a developer by profession,yes,no
18,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,yes,yes,no,11,yes,yes,no,Very unfavorable,no,Straight / Heterosexual,108000,yes,White,yes,I am a developer by profession,yes,yes
14,Man,no,"Other doctoral degree (Ph.D., Ed.D., etc.)",45-54 years old,no,no,no,14,no,no,no,Favorable,no,Straight / Heterosexual,200000,no,Middle Eastern,yes,I am a developer by profession,no,no
7,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,no,no,no,5,yes,no,no,Favorable,no,Straight / Heterosexual,200000,no,White,no,I am a developer by profession,yes,no
21,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,no,no,20,no,no,no,Very unfavorable,no,Straight / Heterosexual,90000,no,White,no,I am a developer by profession,yes,no
11,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,7,no,no,no,Unfavorable,no,Straight / Heterosexual,205000,yes,White,no,I am a developer by profession,yes,yes
6,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,5,no,no,no,Indifferent,no,Straight / Heterosexual,97500,no,White,no,I am a developer by profession,yes,yes
15,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,10,yes,no,no,Indifferent,no,Straight / Heterosexual,110000,no,White,yes,I am a developer by profession,no,no
15,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,no,yes,yes,8,yes,no,no,Very unfavorable,no,Straight / Heterosexual,200000,no,White,no,I am a developer by profession,yes,yes
11,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,4,yes,no,no,Unfavorable,no,Straight / Heterosexual,110000,no,White,no,I am a developer by profession,yes,yes
12,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,no,no,yes,4,yes,no,no,Unsure,no,Straight / Heterosexual,42000,yes,White,no,I am a developer by profession,yes,yes
3,Man,no,"Associate degree (A.A., A.S., etc.)",35-44 years old,no,yes,no,0,no,no,no,Indifferent,no,Straight / Heterosexual,78000,yes,White,no,I am a developer by profession,yes,no
6,Woman,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,no,yes,no,2,yes,no,no,Very unfavorable,no,Straight / Heterosexual,109917,yes,White,no,I am a developer by profession,yes,yes
20,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,15,yes,no,no,Favorable,no,Straight / Heterosexual,280000,no,White,yes,I am a developer by profession,no,no
10,Man,no,"Professional degree (JD, MD, etc.)",35-44 years old,no,yes,no,6,no,no,no,Unfavorable,no,Straight / Heterosexual,105000,no,White,no,I am a developer by profession,yes,yes
24,Man,no,"Associate degree (A.A., A.S., etc.)",35-44 years old,no,no,no,6,no,no,no,Very unfavorable,no,Straight / Heterosexual,115000,no,White,no,I am a developer by profession,yes,yes
29,Man,no,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",35-44 years old,no,no,no,19,no,no,no,Indifferent,no,Straight / Heterosexual,200000,no,White,no,I am a developer by profession,yes,yes
7,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,yes,no,3,yes,yes,no,Very unfavorable,no,Bisexual,91000,yes,White,yes,I am a developer by profession,no,no
30,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,yes,no,17,no,no,no,Indifferent,no,Straight / Heterosexual,162000,no,White,no,I am a developer by profession,yes,yes
7,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,no,no,6,no,no,no,Unsure,no,Gay or Lesbian,140000,no,White,no,I am a developer by profession,yes,no
8,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,4,yes,yes,no,Favorable,no,Straight / Heterosexual,120000,no,White,yes,I am a developer by profession,no,no
12,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,no,yes,no,9,yes,no,no,Indifferent,yes,Straight / Heterosexual,130000,no,White,no,"I am not primarily a developer, but I write code sometimes as part of my work",yes,yes
35,Woman,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,no,no,no,29,no,no,no,Indifferent,no,Straight / Heterosexual,165000,no,White,no,I am a developer by profession,yes,yes
25,Man,no,Some college/university study without earning a degree,45-54 years old,no,yes,no,23,yes,no,no,Very unfavorable,no,Straight / Heterosexual,320000,no,White,no,I am a developer by profession,yes,no
10,Man,no,Some college/university study without earning a degree,25-34 years old,yes,yes,no,4,yes,yes,no,Unsure,no,Straight / Heterosexual,65000,no,White,no,I am a developer by profession,yes,yes
8,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,no,no,no,1,no,no,no,Favorable,no,Straight / Heterosexual,144000,yes,White,no,I am a developer by profession,no,no
26,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,no,no,no,26,no,no,no,Very unfavorable,no,Straight / Heterosexual,205000,no,White,no,I am a developer by profession,no,no
20,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,yes,no,no,10,no,no,no,Indifferent,no,Straight / Heterosexual,50000,no,White,no,I am a developer by profession,no,no
6,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,4,no,no,no,Indifferent,no,Straight / Heterosexual,116748,no,White,no,I am a developer by profession,no,yes
5,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,no,no,3,no,no,no,Unsure,no,Bisexual,100000,no,White,no,I am a developer by profession,yes,yes
22,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,no,no,12,no,no,no,Unfavorable,no,Straight / Heterosexual,240000,no,White,no,I am a developer by profession,yes,no
9,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,6,yes,no,no,Unfavorable,no,Straight / Heterosexual,130000,no,White,no,I am a developer by profession,no,no
25,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,yes,no,20,no,yes,no,Indifferent,no,Straight / Heterosexual,30000,no,White,yes,I am a developer by profession,yes,yes
22,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,no,yes,no,17,no,no,no,Indifferent,no,Straight / Heterosexual,150000,no,White,no,I am a developer by profession,yes,yes
12,Man,no,Some college/university study without earning a degree,35-44 years old,no,no,no,10,yes,no,no,Indifferent,no,Straight / Heterosexual,260000,no,White,no,I am a developer by profession,yes,yes
31,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,no,yes,no,27,yes,yes,no,Very unfavorable,no,Straight / Heterosexual,270000,yes,White,no,I am a developer by profession,no,no
5,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,0,no,yes,no,Unfavorable,no,Bisexual,80000,no,White,no,I am a developer by profession,no,no
24,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,yes,no,15,no,yes,no,Unfavorable,no,Straight / Heterosexual,273000,no,North American,no,I am a developer by profession,no,yes
46,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",55-64 years old,no,no,no,38,no,no,no,Very unfavorable,no,Straight / Heterosexual,300000,no,White,no,"I am not primarily a developer, but I write code sometimes as part of my work",no,no
9,Woman,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,5,yes,no,no,Very unfavorable,no,Gay or Lesbian,80000,no,White,no,I am a developer by profession,yes,yes
8,Man,no,Some college/university study without earning a degree,25-34 years old,no,no,no,7,yes,no,no,Indifferent,no,Straight / Heterosexual,150000,no,White,no,I am a developer by profession,no,no
15,Man,no,"Other doctoral degree (Ph.D., Ed.D., etc.)",45-54 years old,no,no,yes,12,no,no,no,Unfavorable,no,Straight / Heterosexual,110000,no,White,no,"I am not primarily a developer, but I write code sometimes as part of my work",no,yes
15,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,no,no,15,yes,no,no,Indifferent,no,Straight / Heterosexual,175000,no,White,no,I am a developer by profession,yes,no
10,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,no,yes,no,3,no,no,no,Unfavorable,no,Straight / Heterosexual,122500,no,White,no,I am a developer by profession,no,no
13,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,10,yes,no,no,Unfavorable,no,Straight / Heterosexual,150000,no,White,no,I am a developer by profession,yes,yes
5,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,4,no,no,no,Unfavorable,no,Straight / Heterosexual,72000,no,White,no,I am a developer by profession,yes,yes
15,Woman,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,no,yes,no,9,no,no,no,Very unfavorable,no,Gay or Lesbian,170000,yes,White,no,I am a developer by profession,no,no
51,Man,no,"Professional degree (JD, MD, etc.)",65 years or older,no,yes,no,45,no,no,no,Indifferent,no,Straight / Heterosexual,20000,no,White,no,I am a developer by profession,yes,no
18,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,no,yes,no,14,yes,no,no,Unfavorable,no,Straight / Heterosexual,122000,no,White,no,I am a developer by profession,yes,yes
15,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,no,no,no,10,yes,no,no,Unfavorable,no,Straight / Heterosexual,150000,yes,White,no,I am a developer by profession,yes,yes
7,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,4,yes,no,no,Very unfavorable,no,Straight / Heterosexual,125000,no,White,no,"I am not primarily a developer, but I write code sometimes as part of my work",no,no
25,Man,no,"Associate degree (A.A., A.S., etc.)",45-54 years old,no,yes,no,17,no,no,no,Very unfavorable,no,Straight / Heterosexual,127000,no,White,no,I am a developer by profession,yes,yes
15,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,yes,no,11,yes,no,no,Indifferent,no,Straight / Heterosexual,150000,no,White,no,I am a developer by profession,yes,yes
9,Man,no,"Associate degree (A.A., A.S., etc.)",18-24 years old,no,yes,no,1,yes,no,no,Unsure,no,Straight / Heterosexual,75000,yes,White,no,I am a developer by profession,yes,yes
12,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,no,no,no,7,no,no,no,Indifferent,no,Straight / Heterosexual,157000,no,White,no,I am a developer by profession,yes,no
22,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,no,no,no,12,no,yes,yes,Unfavorable,no,Straight / Heterosexual,163000,yes,White,no,I am a developer by profession,yes,no
25,Man,no,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",35-44 years old,no,no,no,25,no,no,no,Very favorable,no,Straight / Heterosexual,193000,no,White,no,I am a developer by profession,no,no
15,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,no,no,15,no,no,no,Very favorable,no,Straight / Heterosexual,155000,no,White,no,I am a developer by profession,yes,yes
45,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",55-64 years old,no,no,no,45,no,no,no,Very unfavorable,no,Straight / Heterosexual,80000,no,White,no,"I am not primarily a developer, but I write code sometimes as part of my work",no,no
8,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,4,no,no,no,Unfavorable,no,Bisexual,110000,no,White,no,I am a developer by profession,yes,yes
20,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,11,no,no,no,Unfavorable,no,Straight / Heterosexual,235000,no,White,no,I am a developer by profession,yes,yes
11,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,3,yes,yes,no,Indifferent,no,Straight / Heterosexual,100000,no,White,yes,I am a developer by profession,no,no
28,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,yes,no,no,22,yes,no,no,Very favorable,yes,Straight / Heterosexual,300000,no,White,no,I am a developer by profession,no,yes
20,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,7,yes,no,no,Unfavorable,no,Straight / Heterosexual,225000,no,White,no,I am a developer by profession,yes,yes
20,Man,no,"Professional degree (JD, MD, etc.)",35-44 years old,no,yes,no,10,yes,no,no,Favorable,no,Straight / Heterosexual,300000,no,White,yes,"I am not primarily a developer, but I write code sometimes as part of my work",yes,no
32,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,no,yes,no,26,no,no,no,Indifferent,no,Straight / Heterosexual,165000,no,White,no,I am a developer by profession,yes,no
8,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,no,yes,no,8,no,no,no,Favorable,no,Straight / Heterosexual,202000,no,White,no,I am a developer by profession,yes,yes
30,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,no,yes,no,25,no,no,no,Unfavorable,no,Straight / Heterosexual,150000,no,White,no,I am a developer by profession,yes,yes
12,Man,no,"Associate degree (A.A., A.S., etc.)",35-44 years old,no,yes,no,11,yes,no,no,Very unfavorable,no,Straight / Heterosexual,163000,no,White,no,I am a developer by profession,yes,yes
12,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,no,no,no,7,yes,no,no,Unfavorable,no,Straight / Heterosexual,180000,no,White,no,I am a developer by profession,yes,no
2,Man,no,Some college/university study without earning a degree,45-54 years old,no,no,no,2,yes,no,no,Unsure,no,Straight / Heterosexual,200000,no,White,no,I am a developer by profession,no,no
14,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,10,yes,no,no,Unfavorable,yes,Straight / Heterosexual,150000,no,White,no,I am a developer by profession,no,no
10,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,8,yes,no,no,Very unfavorable,no,Straight / Heterosexual,200000,no,White,no,I am a developer by profession,yes,yes
11,Woman,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,no,no,no,6,no,no,no,Indifferent,no,Straight / Heterosexual,112000,no,White,no,I am a developer by profession,yes,yes
10,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,10,no,no,no,Indifferent,no,Straight / Heterosexual,150000,yes,Indian,no,I am a developer by profession,no,no
4,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,2,no,no,no,Indifferent,no,Straight / Heterosexual,65000,no,White,no,I am a developer by profession,yes,yes
14,Woman,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,no,no,no,14,no,no,no,Very favorable,no,Bisexual,118000,no,White,no,I am a developer by profession,yes,yes
22,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,yes,no,16,no,no,no,Very unfavorable,no,Straight / Heterosexual,300000,no,White,no,I am a developer by profession,yes,no
30,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,no,yes,no,24,yes,no,no,Very unfavorable,no,Straight / Heterosexual,175000,yes,White,no,I am a developer by profession,yes,yes
12,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,4,no,no,no,Favorable,no,Straight / Heterosexual,110000,no,White,no,I am a developer by profession,yes,yes
